x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,label
-0.003975688847445476,-0.17707882216407994,-0.024788499999999658,0.0,0.0,0.0,0.003975596244702439,0.17707881258576735,0.024788499999999658,0.008383795933856896,0.35403355965093164,0.050383500000000137,0.033930147453334274,0.348113229795373,0.08662550000000024,0.11137672870415079,0.33016400282526265,0.1965085000000002,0.16258116467819594,0.06650774877280964,0.18127420000000027,0.07289612802081681,-0.16859351112234713,0.24110630000000022,-0.017162750890800396,0.35995398829020064,0.014141500000000029,-0.09460952127611913,0.37790321729594867,-0.09574149999999992,-0.14514489708235814,0.11728168918420853,-0.13834049999999998,-0.20804503034206667,-0.13170044730984448,-0.1687707999999999,0.056559581875316206,-0.1898913457997487,0.056263900000000255,0.10140149001588103,-0.6253025314203428,-0.022025099999999576,0.13793515991227667,-1.013563449402468,-0.08940349999999953,-0.0645109640603455,-0.164266301796194,-0.10584050000000023,-0.1998362422269305,-0.5880564198715679,-0.08200949999999985,-0.17116320851449798,-0.9746341449195322,-0.1608457999999997,-0.04685025250577003,0.47463020288445396,0.07013870000000022,walking
-0.003914600646585912,-0.17668136782422963,-0.025342699999999496,0.0,0.0,0.0,0.003914567387742738,0.17668138673088865,0.02534230000000015,0.008047533253861028,0.35326175751338706,0.05129980000000023,0.032879248814891925,0.3474914223802617,0.08782400000000035,0.10844152797532433,0.329935136552536,0.19890880000000033,0.18919682281409728,0.07717490636239135,0.1549533000000003,0.13161452748181124,-0.1737814602410299,0.17776780000000025,-0.016784015757559927,0.35903214934419325,0.014776000000000344,-0.09234635519763834,0.37658847253667904,-0.09630899999999976,-0.1484779041667396,0.11577389672678805,-0.13419649999999983,-0.21232486791511837,-0.13332593031877232,-0.16333799999999954,0.05462134363364751,-0.18930531993900154,0.05682690000000035,0.08662149379406048,-0.6304114046323979,-0.004293599999999564,0.13087182999437655,-1.0169714699472983,-0.0686359999999997,-0.06245031319507024,-0.16405741050756034,-0.10751199999999983,-0.20546695620429564,-0.5820958811149058,-0.07848399999999955,-0.2073086048299411,-0.9727911410719178,-0.1401893999999997,-0.047586695616921124,0.47384728403540216,0.06919240000000038,walking
-0.0004372649729497821,-0.17533867167377767,-0.029805599999999544,0.0,0.0,0.0,0.0004371972219167882,0.17533867053678542,0.029805699999999824,0.000937908733472435,0.350564947541695,0.060363500000000236,0.025926306006471257,0.34397234697677537,0.09665390000000018,0.10216287974668248,0.3238576132020139,0.20747040000000005,0.19714316091097478,0.0797273803005503,0.14653490000000025,0.16225345592952528,-0.17731953980589601,0.1452372000000004,-0.02405028932526824,0.35715753806995787,0.024073099999999847,-0.10028694575704193,0.3772722992673127,-0.08674330000000019,-0.15265863228970397,0.11653177075572381,-0.12376209999999954,-0.21696542349339504,-0.1323953564352034,-0.14962359999999997,0.05870049785846329,-0.18992705288173767,0.05226020000000009,0.09294880618136367,-0.6284865603653643,-0.0028024000000002047,0.14257453466336523,-1.0179233598317314,-0.06631859999999978,-0.059575002396069894,-0.16075028894930926,-0.1118711999999995,-0.21439636388700892,-0.5794026286817433,-0.0831495999999996,-0.23746870665451442,-0.9709955374677169,-0.13395210000000013,-0.06035476229389822,0.46701285745157184,0.08213970000000037,walking
0.0033784040508257566,-0.1737720508732326,-0.036068400000000445,0.0,0.0,0.0,-0.0033784489995626965,0.17377204470205684,0.036068399999999556,-0.006582428432140007,0.34738784814435336,0.07279969999999958,0.018814721405418636,0.3401276540607414,0.10859419999999975,0.09646533646368902,0.3179267169728557,0.21799699999999955,0.19664188387872925,0.0769181310339653,0.15354009999999985,0.17811379231877753,-0.18021391014782545,0.14686399999999988,-0.03197943771197377,0.35464801341860397,0.03700539999999952,-0.10963012488279998,0.37684896314770977,-0.07239770000000068,-0.158067329056816,0.11594856753103634,-0.11343800000000037,-0.22489862496933252,-0.13256773558481347,-0.13809059999999995,0.06362808366502763,-0.18972314079541996,0.04466149999999969,0.10803595497475679,-0.6286538626948387,-0.0127120000000005,0.16658633591148564,-1.0148449460918476,-0.07673000000000041,-0.056871335293993776,-0.15782096096157816,-0.11679840000000041,-0.20761612654298586,-0.5779254072335842,-0.09037700000000015,-0.25665378881842443,-0.9686494094582601,-0.13125229999999988,-0.07311863737113267,0.4593816101643179,0.09900239999999982,walking
0.006664190977299636,-0.17276781969889773,-0.040879300000000285,0.0,0.0,0.0,-0.006664182735265156,0.17276782295554205,0.04087899999999989,-0.012924894236558215,0.3453398167653247,0.08276480000000008,0.01276209758293649,0.33796054692499256,0.11806250000000018,0.09140508147403364,0.31536959127072267,0.22609659999999998,0.19302327738761396,0.07405617023248644,0.16387170000000006,0.18818352392611987,-0.18329150674186648,0.15658590000000006,-0.0386118255287876,0.35271907268962055,0.0474673000000001,-0.11725484007701584,0.37531003371574584,-0.06056669999999986,-0.16128094509064897,0.11417653630969496,-0.11121270000000028,-0.22722577209735317,-0.13452480458047184,-0.14155669999999976,0.06780582788154797,-0.18869385021510302,0.038726300000000435,0.127809396771491,-0.6274748445587095,-0.021270699999999643,0.19595461754345606,-1.0103821700578106,-0.08367639999999987,-0.05447745459957185,-0.1568417870901426,-0.12048469999999956,-0.1964701966991989,-0.576587922992323,-0.08844669999999955,-0.2685532341655846,-0.9655023106306956,-0.11038269999999972,-0.08325958235205239,0.4540248036370315,0.11535479999999998,walking
0.009238620023845933,-0.17271984940740187,-0.04014059999999997,0.0,0.0,0.0,-0.009238578506512468,0.17271986162013064,0.04014070000000025,-0.01789476448193831,0.3452354459065984,0.08104729999999982,0.00777744552906456,0.33832687078664836,0.11641840000000014,0.08637546356624377,0.317180294880313,0.22467550000000003,0.18840616126509102,0.07443181676721991,0.16820320000000022,0.19236813140681164,-0.18492408840422359,0.16501149999999987,-0.04356699327946646,0.352144025498295,0.04567599999999983,-0.12216501056442672,0.37329060688319776,-0.06258099999999978,-0.15915627114942663,0.11177394837714236,-0.11684400000000039,-0.21696600513312053,-0.13812461698707443,-0.15144529999999978,0.07074307017282942,-0.18731265205904135,0.039336300000000435,0.15113232391773504,-0.6219475950597695,-0.023449000000000275,0.22921882958217404,-1.0045737996863318,-0.08430140000000019,-0.05226576537982297,-0.15812704126267166,-0.1196174000000001,-0.19026748260839116,-0.5757160892185257,-0.07362299999999955,-0.2734345149280031,-0.9628444914666711,-0.0714030000000001,-0.09114471856436171,0.4518841420967025,0.11222319999999986,walking
0.010946319246201205,-0.1735733621986616,-0.03414099999999998,0.0,0.0,0.0,-0.01094628320540476,0.17357337394249206,0.03414099999999998,-0.02125461935321367,0.3469700525423225,0.06950630000000046,0.004039927189221113,0.3410109878075941,0.10552420000000007,0.08135933274219044,0.3227970519767167,0.2157212000000004,0.18352213615473406,0.07855376226003337,0.16822630000000016,0.18590599779807696,-0.18226918765730935,0.17419750000000045,-0.046549247112549284,0.35292912608748117,0.03348840000000042,-0.12386865164004417,0.3711430710967836,-0.07670870000000019,-0.1507307597876943,0.10880514813680134,-0.12757439999999942,-0.1938083578339188,-0.14311178784378192,-0.16440339999999942,0.07206488300454326,-0.18589752557358688,0.04657630000000035,0.1759454131018241,-0.6130642441730898,-0.0187109999999997,0.26752926495650486,-0.9954178518952803,-0.07853599999999972,-0.050172157093043415,-0.1612491908213771,-0.11485849999999953,-0.18796896949528413,-0.5764949456288563,-0.03894099999999945,-0.2669076867258694,-0.9628147707250572,-0.004668999999999812,-0.0971623972766821,0.4524580002852511,0.09805900000000012,walking
0.011520588051793268,-0.17496951679563444,-0.026931700000000447,0.0,0.0,0.0,-0.011520582073787908,0.17496951939153896,0.026931700000000003,-0.02245200408005523,0.3498135309871778,0.05503850000000021,0.0021313751079943682,0.3451144472444503,0.09184720000000013,0.07705778183473364,0.3307877984216889,0.2040179000000002,0.17904114582834404,0.08512226178960129,0.1649856999999999,0.16575810049587886,-0.173394786177214,0.18553949999999997,-0.047035495600040195,0.35451261331039363,0.018229700000000015,-0.12196192467825603,0.3688392753058378,-0.0939413,-0.13757324662878734,0.10507071528039989,-0.14376679999999986,-0.16362101343031352,-0.1491285242632185,-0.18546830000000014,0.07136568339991779,-0.18450442024872557,0.05522759999999982,0.19755541689349002,-0.6046175331203956,-0.014311700000000371,0.3096525058433678,-0.981674533112948,-0.07624030000000026,-0.04832444971367094,-0.16543460467641055,-0.10909130000000022,-0.1816389136519698,-0.5801189540467453,0.00021469999999990108,-0.2433830511117585,-0.9671356761626674,0.0604448999999998,-0.10091041578318777,0.45461843725346157,0.07867129999999989,walking
0.010706488232379456,-0.17645072962115027,-0.021454699999999605,0.0,0.0,0.0,-0.01070650933480392,0.1764507209390554,0.021454499999999932,-0.020915094681849877,0.3528316244315041,0.04368179999999988,0.002720045687660634,0.34951841800521255,0.08124870000000017,0.07450145964445186,0.33945046990050387,0.19528290000000004,0.17614174232372476,0.09238460274547486,0.1606700000000001,0.13484947181299156,-0.1587599219352116,0.19423790000000007,-0.04455034196074521,0.3561448145415426,0.006114900000000034,-0.11633180267460351,0.3662127784454206,-0.10791929999999983,-0.12314072945812153,0.10060905320067176,-0.15166569999999968,-0.13549964161439798,-0.15552520435645784,-0.18964469999999967,0.06844031319176666,-0.18305220081345042,0.0622073000000003,0.20903750055098377,-0.6004745448159261,-0.00020769999999981081,0.34876704888895804,-0.9649210998582309,-0.06222070000000013,-0.047027322354138056,-0.16984925088679523,-0.10511669999999995,-0.1633592956119419,-0.5870628164593036,0.015103800000000334,-0.20016768365625834,-0.9760912504019018,0.07710550000000005,-0.10152014126598995,0.4572635886813205,0.06336830000000004,walking
0.008452164256190182,-0.17763826042382955,-0.014308800000000232,0.0,0.0,0.0,-0.008452189054759019,0.17763824509080706,0.014308899999999625,-0.016486752681590847,0.3552509143141273,0.02883839999999971,0.0061184047228939956,0.3532690720396319,0.06708720000000001,0.07455590617231349,0.3472700215463164,0.18290919999999966,0.17636431666240987,0.09911569767652395,0.15480439999999973,0.10252006223147889,-0.14141318267552375,0.2031837999999997,-0.03909198379147798,0.3572327320159942,-0.009410400000000152,-0.10752953724419965,0.3632317991244589,-0.12523280000000003,-0.11161862102378936,0.09599434296027104,-0.1604207999999998,-0.11828834085262527,-0.16126261690383226,-0.19190410000000035,0.06356597316107462,-0.18149001092560038,0.07095260000000003,0.20320567226232814,-0.6022882218245164,0.020723499999999895,0.3726517058852348,-0.9496126160264768,-0.05172380000000043,-0.04666164859881215,-0.1737865047888111,-0.0995708000000004,-0.13067303280620765,-0.5967018444485688,0.007082899999999448,-0.13991809304228564,-0.9881512936984795,0.056203199999999676,-0.09837002165321025,0.45967638354479873,0.044821699999999964,walking
